Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoConformidadeOperacionalidade
9307;Dique - Pilha 4;Mib Mineração Ibirité Ltda;08.578.982/0001-05;-20°07'23.117";-44°06'23.291";Sul do Equador;BRUMADINHO;MG;;8,00;183,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8482;Dique - Pilha de Rejeito;EXTRATIVA MINERAL S/A;17.174.889/0001-26;-20°06'36.810";-43°54'31.680";Sul do Equador;NOVA LIMA;MG;Minério de Ferro;10,00;80.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8960;Dique 01;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'05.400";-44°19'09.807";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;15,00;0,00;0 - Etapa única;Médio;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;-
9734;DIQUE 01 - PILHA SUL;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°14'39.159";-49°22'03.151";Sul do Equador;ALTO HORIZONTE;GO;;2,50;5.108,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8942;Dique 01 - Serra Azul;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'11.260";-44°23'07.880";Sul do Equador;MATEUS LEME;MG;Minério de Ferro;14,00;12.347,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8957;Dique 01 de Terra;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'19.363";-44°24'02.991";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;9,00;15.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9735;DIQUE 01 PL PAG 03;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°15'12.930";-49°25'33.580";Sul do Equador;ALTO HORIZONTE;GO;;1,50;5.960,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9736;DIQUE 01 PL SW;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°14'45.180";-49°22'50.650";Sul do Equador;ALTO HORIZONTE;GO;;2,00;1.593,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8509;Dique 01 Serra Azul - Dique Vai e Volta 1;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'44.700";-44°25'12.700";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;13,00;30.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8962;Dique 02;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'19.470";-44°19'22.460";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;20,00;0,00;0 - Etapa única;Médio;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;-
8943;Dique 02 - Pitangui;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'25.280";-44°22'31.860";Sul do Equador;MATEUS LEME;MG;Minério de Ferro;6,00;2.100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9738;DIQUE 02 PL PAG 03;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°15'22.900";-49°25'28.280";Sul do Equador;ALTO HORIZONTE;GO;;2,00;10.258,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9739;DIQUE 02 PL SUL;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°14'25.740";-49°21'54.040";Sul do Equador;ALTO HORIZONTE;GO;;3,00;5.564,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9737;DIQUE 02 PL SW;Mineração Maracá Industria e Comercio Sa;86.902.053/0001-13;-14°15'09.748";-49°23'20.385";Sul do Equador;ALTO HORIZONTE;GO;;2,50;9.708,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8513;Dique 02 Serra Azul - Dique Vai e Volta 2;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'49.000";-44°25'21.000";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;12,00;45.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8963;Dique 03;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'17.760";-44°19'09.740";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;5,00;900,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8514;Dique 03 Serra Azul - Dique Vai e Volta 3;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'50.650";-44°25'36.130";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;11,45;76.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8271;Dique 04;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'31.456";-51°10'40.184";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Minério de Níquel;5,90;87.700,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8965;Dique 04;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'09.860";-44°19'26.960";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;3,00;100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8272;Dique 05;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'21.445";-51°10'24.538";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Minério de Níquel;10,85;405.554,90;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8287;Dique 06;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°34'49.300";-51°10'27.000";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Minério de Níquel;10,50;78.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8515;Dique 06;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'42.900";-44°27'22.500";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;12,00;50.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8944;Dique 06 - Véu da Noiva Jusante;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'53.460";-44°22'30.040";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;14,00;2.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8945;Dique 08 - Pátio CMC;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°08'00.950";-44°22'46.450";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;12,00;48.252,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9631;Dique 1;VALE S.A.;33.592.510/0001-54;-20°08'49.844";-43°53'08.710";Sul do Equador;NOVA LIMA;MG;Minério de Ferro;5,60;2.221,75;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9295;Dique 1;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.660";-44°39'39.180";Sul do Equador;ITUTINGA;MG;;2,00;300,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9056;Dique 1 (Barragem 2 -Britagem);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.000";-46°16'59.400";Sul do Equador;SANTA ISABEL;SP;Argila;14,00;74.135,00;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
8516;Dique 13 - Pains;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'27.890";-44°24'00.660";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;12,45;54.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8517;Dique 14;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'44.900";-44°26'50.600";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;9,93;54.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9988;DIQUE 2;SAMACA FERROS LTDA;16.682.218/0001-03;-15°46'49.250";-40°18'51.950";Sul do Equador;MAIQUINIQUE;BA;Areia;8,50;41.364,95;0 - Etapa única;Alto;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Não Enviado;-
9298;Dique 2;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.650";-44°39'42.590";Sul do Equador;ITUTINGA;MG;;3,00;100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9057;Dique 2;PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'27.900";-46°17'09.200";Sul do Equador;SANTA ISABEL;SP;Argila;5,00;40.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8958;Dique 2 de Concreto;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'18.900";-44°24'02.700";Sul do Equador;ITATIAIUÇU;MG;Argila;3,00;200,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8908;Dique 3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°49'53.300";-39°49'29.700";Sul do Equador;JAGUARARI;BA;Minério de Cobre;1,50;440.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9299;Dique 3;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'31.440";-44°39'43.340";Sul do Equador;ITUTINGA;MG;;1,50;25,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9058;Dique 3 (Barragem 1 - Portaria);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'23.900";-46°17'05.800";Sul do Equador;SANTA ISABEL;SP;Argila;20,00;170.000,00;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9059;Dique 4 (Barragem 3 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'24.500";-46°16'31.200";Sul do Equador;SANTA ISABEL;SP;Argila;8,00;15.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9060;Dique 5 (Barragem 4 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.800";-46°16'28.900";Sul do Equador;SANTA ISABEL;SP;Argila;10,00;12.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9628;Dique 8;VALE S.A.;33.592.510/0001-54;-19°52'18.000";-43°47'32.000";Sul do Equador;SABARÁ;MG;;4,00;2.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9678;Dique B2;ITAMINAS COMERCIO DE MINERIOS SA;18.752.824/0001-83;-20°04'48.940";-44°06'46.590";Sul do Equador;SARZEDO;MG;;9,78;27.700,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9281;Dique B2 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'15.254";-43°29'53.120";Sul do Equador;MARIANA;MG;;10,00;8.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
5865;Dique B3;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'09.700";-44°18'57.400";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;23,50;15.431,00;2 - Alteamento a jusante;Médio;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Atestado
9282;Dique B3 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'11.676";-43°29'45.981";Sul do Equador;MARIANA;MG;;10,00;12.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
5866;Dique B4;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'03.300";-44°19'01.900";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;25,00;5.431,00;2 - Alteamento a jusante;Médio;Alto;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Atestado
9113;Dique BIII-2;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'54.160";-44°27'35.942";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;9,00;19.765,55;0 - Etapa única;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9114;Dique BIII-3;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'51.941";-44°27'36.371";Sul do Equador;ITAÚNA;MG;Minério de Ferro;17,00;24.103,39;0 - Etapa única;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9301;Dique BIII-6;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.020";-44°27'15.790";Sul do Equador;ITAÚNA;MG;;7,50;14.457,60;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9302;Dique BIII-7;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.680";-44°27'05.270";Sul do Equador;ITAÚNA;MG;;7,50;16.557,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8533;Dique BIV-3 - Dique Hércules;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.800";-44°26'29.000";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;13,00;15.524,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9290;Dique Caffaro;MINERAL DO BRASIL LTDA;17.246.638/0001-00;-20°05'43.890";-44°09'44.560";Sul do Equador;MÁRIO CAMPOS;MG;;8,00;17.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9321;Dique Conquistinha;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°06'57.240";-44°17'53.170";Sul do Equador;BRUMADINHO;MG;;5,00;30,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8519;Dique Couves (MUSA);MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.200";-44°26'49.500";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;8,80;3.800,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8490;DIQUE D;Brasmic Mineração Areia e Brita Ltda;22.470.777/0001-52;-19°59'08.000";-44°07'17.300";Sul do Equador;BETIM;MG;Areia e Cascalho;23,00;1.540.000,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8520;Dique da Divisa;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'10.800";-44°24'18.900";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;10,00;8.750,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8532;Dique da Mineira;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'01.300";-44°26'09.000";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;10,20;5.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8521;Dique da Oficina;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'31.200";-44°24'37.700";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;12,00;10.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8522;Dique da Oficina II;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'34.500";-44°24'48.600";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;9,40;5.600,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9305;Dique de Captação;PEDREIRA UM VALEMIX LTDA;41.716.499/0001-15;-20°01'38.910";-43°25'26.900";Sul do Equador;CATAS ALTAS;MG;;4,00;13.134,76;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8946;Dique de Concreto;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'54.830";-44°22'35.900";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;4,00;1.600,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8587;Dique de Contenção de Finos;Pedras Congonhas Extração Arte e Ind. Ltda;19.695.030/0001-98;-20°06'58.000";-43°52'25.400";Sul do Equador;NOVA LIMA;MG;Serpentinito;14,87;2.376,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8180;Dique de Contenção de Salmoura;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-10°39'28.200";-37°01'47.400";Sul do Equador;ROSÁRIO DO CATETE;SE;Silvanita;4,00;14.688,13;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
8954;Dique de Contenção de Sedimentos 02;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°53'23.000";-43°24'19.000";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;Minério de Ferro;12,00;336.235,60;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9433;Dique de Contenção de Sedimentos 03;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'14.984";-43°24'23.663";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;Minério de Ferro;15,50;433.008,05;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9434;Dique de Contenção de Sedimentos 04;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'54.000";-43°24'06.000";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;;14,60;90.008,33;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9818;Dique de Contenção de Sedimentos 05;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-18°55'68.000";-43°24'04.290";Sul do Equador;CONCEIÇÃO DO MATO DENTRO;MG;;13,45;224.418,10;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
10189;Dique de Contenção de Sedimentos Crista;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-20°00'23.820";-43°30'24.360";Sul do Equador;SANTA BÁRBARA;MG;;9,90;33.400,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8467;Dique de Contenção Pilha de Estéril MMR;CSN CIMENTOS BRASIL S.A. Filial: LAFARGEHOLCIM (BRASIL) S.A.;60.869.336/0084-44;-21°11'27.800";-43°59'28.500";Sul do Equador;PRADOS;MG;Argila;0,00;0,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8538;Dique de Finos;MINERACAO APOENA S.A.;10.302.599/0001-71;-14°50'22.300";-59°39'27.300";Sul do Equador;VILA BELA DA SANTÍSSIMA TRINDADE;MT;Minério de Ouro Primário;19,00;405.267,10;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9370;Dique de finos 01 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°09'03.027";-47°46'55.116";Sul do Equador;OUVIDOR;GO;Argila;7,00;10.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9371;Dique de finos 02 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°09'06.993";-47°46'58.814";Sul do Equador;OUVIDOR;GO;;14,80;0,01;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9372;Dique de finos 03 - Depósito Tamanduá;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°08'19.663";-47°46'55.691";Sul do Equador;OUVIDOR;GO;Argila;6,00;600,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8618;DIQUE DE FINOS I;SALOBO METAIS S/A;33.931.478/0001-94;-05°49'02.136";-50°34'01.808";Sul do Equador;MARABÁ;PA;Minério de Cobre;11,00;969.524,00;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9358;Dique de Finos I;AVB MINERACAO LTDA.;07.605.563/0001-52;-06°14'52.779";-49°44'47.639";Sul do Equador;CURIONÓPOLIS;PA;Areia;5,00;0,01;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8628;DIQUE DE FINOS II;SALOBO METAIS S/A;33.931.478/0001-94;-05°49'57.400";-50°32'28.000";Sul do Equador;MARABÁ;PA;Minério de Cobre;16,42;3.223.065,35;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9359;Dique de Finos II;AVB MINERACAO LTDA.;07.605.563/0001-52;-06°14'41.875";-49°44'40.790";Sul do Equador;CURIONÓPOLIS;PA;Areia;5,00;17.073,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8689;DIQUE DE FINOS III;SALOBO METAIS S/A;33.931.478/0001-94;-05°46'46.700";-50°32'19.100";Sul do Equador;MARABÁ;PA;Minério de Cobre;16,50;22.937,88;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9799;Dique de Pedra;VALE S.A.;33.592.510/0001-54;-20°24'07.940";-43°51'06.710";Sul do Equador;OURO PRETO;MG;Minério de Ferro;19,60;500.000,00;0 - Etapa única;Alto;Médio;Sim;Nível de Emergência 2;2º Campanha 2023 - Não Atestado;-
8181;Dique de Resíduos Insóluveis ;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-10°39'26.400";-37°01'52.800";Sul do Equador;ROSÁRIO DO CATETE;SE;Silvanita;5,50;25.102,26;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
8758;DIQUE DE SAÍDA DE CAVA;EMPRESA DE MINERACAO ESPERANCA S A;33.300.971/0001-06;-20°06'43.300";-44°13'12.700";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;8,00;11.250,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9135;Dique de Sedimentos da PDE Cava Sul;FERRO + MINERACAO S.A.;21.256.870/0001-04;-20°26'11.430";-43°52'18.450";Sul do Equador;CONGONHAS;MG;Minério de Ferro;9,90;10.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8616;DIQUE DO BICHENTO IIIA;CSN MINERACAO S.A.;08.902.291/0001-15;-20°29'06.000";-43°56'00.000";Sul do Equador;CONGONHAS;MG;Cascalho;15,50;116.696,00;0 - Etapa única;Baixo;Baixo;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
10013;Dique do Dry Stacking;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'29.480";-44°25'35.220";Sul do Equador;ITATIAIUÇU;MG;;3,88;42.243,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8692;DIQUE DO ENGENHO;CSN MINERACAO S.A.;08.902.291/0001-15;-20°27'23.300";-43°53'40.100";Sul do Equador;CONGONHAS;MG;Cascalho;10,00;8.821,00;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8580;DIQUE DO ESMERIL IV;CSN MINERACAO S.A.;08.902.291/0001-15;-20°29'07.000";-43°57'18.000";Sul do Equador;CONGONHAS;MG;Cascalho;38,55;282.079,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9765;Dique do Grotão;BURITIRAMA MINERACAO S.A.;27.121.672/0001-01;-05°30'32.687";-50°14'00.427";Sul do Equador;MARABÁ;PA;Minério de Manganês;7,50;68.500,00;10 - Alteamento a montante;Alto;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Não Atestado;1º Campanha 2023 - Não Atestado
9361;Dique do Puma 01;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°29'06.900";-51°04'39.100";Sul do Equador;PARAUAPEBAS;PA;Minério de Níquel;13,60;295.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
10193;Dique do Puma 04;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°28'44.522";-51°03'41.313";Sul do Equador;PARAUAPEBAS;PA;;14,00;156.471,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9477;Dique dos Borges;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°39'11.977";-46°57'22.312";Sul do Equador;ARAXÁ;MG;;10,00;45.917,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9360;Dique dos Búfalos;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°40'24.340";-46°58'19.196";Sul do Equador;ARAXÁ;MG;Fosfato;9,50;22.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
8523;Dique Flotação;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'45.300";-44°24'19.700";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;6,00;57.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8526;Dique Intermediário;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'35.400";-44°26'59.800";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;12,00;12.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8512;Dique IV;MINERACAO GERAL DO BRASIL S/A;60.727.120/0001-17;-20°03'53.200";-44°01'43.900";Sul do Equador;BRUMADINHO;MG;Argila Arenosa;2,00;100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9633;Dique IV;VALE S.A.;33.592.510/0001-54;-20°05'27.000";-43°24'57.000";Sul do Equador;CATAS ALTAS;MG;Hematita;2,00;5.098,49;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8527;Dique Leste I;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'17.000";-44°22'16.400";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;9,20;15.100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8528;Dique Leste II;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'12.800";-44°22'18.400";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;10,60;7.100,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8529;Dique Leste III;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°06'57.900";-44°22'16.500";Sul do Equador;MATEUS LEME;MG;Argila Arenosa;3,80;1.350,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8913;Dique Lisa;VALLOUREC TUBOS DO BRASIL LTDA.;17.170.150/0001-46;-20°08'59.100";-43°57'52.500";Sul do Equador;NOVA LIMA;MG;Areia e Cascalho;12,00;101.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8530;Dique Mazano;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'25.400";-44°25'20.900";Sul do Equador;ITATIAIUÇU;MG;Argila Arenosa;10,00;10.120,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9045;Dique Norte da PDE 1;GERDAU ACOMINAS S/A;17.227.422/0001-05;-20°18'06.730";-43°55'22.890";Sul do Equador;ITABIRITO;MG;Dolomito;25,00;25.200,00;0 - Etapa única;Baixo;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
